레벨,화면번호,곡,카테고리,존,존번호,출처
S19,139,이미지네이션,XROSS,XX,94,실제
S19,140,블랙스완,XROSS,XX,95,실제
S19,141,싸이클링!,XROSS,XX,99,실제
S19,142,우라늄,XROSS,XX,100,실제
S19,143,일 더하기 일은 귀요미,XROSS,XX,103,실제
S19,144,헤드리스 치킨,XROSS,XX,104,실제
S19,145,헬릭스,XROSS,PRIME 2,50,실제
S19,146,BS파워 익스플로전,XROSS,PRIME 2,53,실제
S19,147,스타트 온 레드,XROSS,PRIME 2,54,실제
S19,148,아스테리오스 -리엔트리-,XROSS,PRIME 2,62,실제
S19,149,어 사이트 데 라 루,XROSS,PRIME 2,67,실제
S20,2,고민중독,KPOP,PHOENIX 2,1,실제
S20,3,빌려온 고양이,KPOP,PHOENIX 2,2,실제
S20,4,노스텔지어,KPOP,PHOENIX,3,실제
S20,5,날아올라,KPOP,XX,4,실제
S20,6,체이스 미,KPOP,PRIME 2,1,실제
S20,7,굿 나이트,KPOP,PRIME 2,2,실제
S20,8,슬램,KPOP,1st~ZERO,3,실제
S20,9,블레이저,ORIGINAL,PHOENIX 2,7,실제
S20,10,B3,ORIGINAL,PHOENIX 2,8,실제
S20,11,레전더리 도미니언,ORIGINAL,PHOENIX 2,12,실제
S20,12,ESP,ORIGINAL,PHOENIX,5,실제
S20,13,하이웨이 체이서,ORIGINAL,PHOENIX,6,실제
S20,14,이터널 유니버스,ORIGINAL,PHOENIX,7,실제
S20,15,번 아웃,ORIGINAL,PHOENIX,8,실제
S20,16,4NT,ORIGINAL,PHOENIX,9,실제
S20,17,쇼다운,ORIGINAL,PHOENIX,15,실제
S20,18,붐!!,ORIGINAL,PHOENIX,16,실제
S20,19,할로윈 파티 ~Multiverse~,ORIGINAL,PHOENIX,18,실제
S20,20,꼭두각시,ORIGINAL,PHOENIX,21,실제
S20,21,플레이버 스텝!,ORIGINAL,PHOENIX,22,실제
S20,22,루시드 드림,ORIGINAL,PHOENIX,24,실제
S20,23,배니쉬 2 - Roar of the invisible dragon,ORIGINAL,PHOENIX,30,실제
S20,24,라크리모사,ORIGINAL,PHOENIX,31,실제
S20,25,머독,ORIGINAL,PHOENIX,33,실제
S20,26,"사이먼 세이즈, 유로댄스!! (feat. Sara☆M)",ORIGINAL,PHOENIX,35,실제
S20,27,요! 세이!! 페어리!!!,ORIGINAL,PHOENIX,37,실제
S20,28,피가로의 결혼 ~Celebrazione Remix~,ORIGINAL,PHOENIX,38,실제
S20,29,데몬 오브 라플라스,ORIGINAL,PHOENIX,39,실제
S20,30,블루이쉬 로즈,ORIGINAL,PHOENIX,40,실제
S20,31,네오 카타르시스,ORIGINAL,PHOENIX,44,실제
S20,32,초악마황제,ORIGINAL,PHOENIX,46,실제
S20,33,큐리아서티 오버드라이브,ORIGINAL,PHOENIX,47,실제
S20,34,카오스 어게인,ORIGINAL,PHOENIX,52,실제
S20,35,위더 가든,ORIGINAL,PHOENIX,64,실제
S20,36,크림슨 후드,ORIGINAL,PHOENIX,66,실제
S20,37,도플갱어,ORIGINAL,PHOENIX,67,실제
S20,38,야누스,ORIGINAL,XX,13,실제
S20,39,아이 원트 유,ORIGINAL,XX,14,실제
S20,40,아이올라이트 스카이,ORIGINAL,XX,22,실제
S20,41,퍼센트 엑스,ORIGINAL,XX,23,실제
S20,42,아이스 오브 데스,ORIGINAL,XX,28,실제
S20,43,배니쉬,ORIGINAL,XX,31,실제
S20,44,테일즈 오브 펌프니아,ORIGINAL,XX,32,실제
S20,45,김치 핑거즈,ORIGINAL,XX,33,실제
S20,46,위키드 레전드,ORIGINAL,XX,37,실제
S20,47,탄탄멘,ORIGINAL,XX,38,실제
S20,48,파파시토 (feat. KuTiNA),ORIGINAL,XX,41,실제
S20,49,파이어 오브 데스티니,ORIGINAL,XX,42,실제
S20,50,디 엔드 오브 더 월드 ft. Skizzo,ORIGINAL,XX,43,실제
S20,51,트리튬,ORIGINAL,PRIME 2,7,실제
S20,52,갓 모드 feat. skizzo,ORIGINAL,PRIME 2,9,실제
S20,53,아르카나 포스,ORIGINAL,PRIME 2,20,실제
S20,54,우츠시요 노 카제 feat. Kana,ORIGINAL,PRIME 2,23,실제
S20,55,레이브 언틸 디 어스 엔드,ORIGINAL,PRIME 2,29,실제
S20,56,매드 사이언스,ORIGINAL,PRIME,14,실제
S20,57,1950,ORIGINAL,PRIME,24,실제
S20,58,포인트 제로 원,ORIGINAL,PRIME,30,실제
S20,59,러브 이즈 어 데인저 존(Cranky 믹스),ORIGINAL,FIESTA~FIESTA 2,3,실제
S20,60,힙노시스(SynthWulf 믹스),ORIGINAL,FIESTA~FIESTA 2,4,실제
S20,61,로그인,ORIGINAL,FIESTA~FIESTA 2,11,실제
S20,62,마왕,ORIGINAL,FIESTA~FIESTA 2,29,실제
S20,63,네이티브,ORIGINAL,FIESTA~FIESTA 2,30,실제
S20,64,야근,ORIGINAL,FIESTA~FIESTA 2,38,실제
S20,65,엑스트리,ORIGINAL,FIESTA~FIESTA 2,43,실제
S20,66,유 갓 투 노우,ORIGINAL,FIESTA~FIESTA 2,46,실제
S20,67,팬텀 -인터메조-,ORIGINAL,FIESTA~FIESTA 2,56,실제
S20,68,캐논 X.1,ORIGINAL,NX~NXA,2,실제
S20,69,비트 더 고스트,ORIGINAL,NX~NXA,18,실제
S20,70,펌트리스 꽈뜨로,ORIGINAL,NX~NXA,23,실제
S20,71,기타 맨,ORIGINAL,NX~NXA,24,실제
S20,72,히글디 피글디,ORIGINAL,NX~NXA,25,실제
S20,73,건락,ORIGINAL,NX~NXA,34,실제
S20,74,월광,ORIGINAL,1st~ZERO,6,실제
S20,75,캐논 디,ORIGINAL,1st~ZERO,17,실제
S20,76,블레이징,ORIGINAL,1st~ZERO,25,실제
S20,77,러브 이즈 어 데인저 존,ORIGINAL,1st~ZERO,37,실제
S20,78,미션 파서블,ORIGINAL,1st~ZERO,39,실제
S20,79,탑 시티,ORIGINAL,1st~ZERO,43,실제
S20,80,윈터,ORIGINAL,1st~ZERO,44,실제
S20,81,치킨 윙,ORIGINAL,1st~ZERO,54,실제
S20,82,라젠스키 캉캉,ORIGINAL,1st~ZERO,55,실제
S20,83,롤링 크리스마스,ORIGINAL,1st~ZERO,60,실제
S20,84,미스터 라푸스,ORIGINAL,1st~ZERO,67,실제
S20,85,바이너리 스타,WORLDMUSIC,PHOENIX,81,실제
S20,86,어바웃 더 유니버스,WORLDMUSIC,PHOENIX,82,실제
S20,87,댄싱,WORLDMUSIC,PHOENIX,84,실제
S20,88,휴먼 익스팅션 (PIU Edit.),WORLDMUSIC,PHOENIX,88,실제
S20,89,댓 키티 (PIU Edit.),WORLDMUSIC,PHOENIX,89,실제
S20,90,네이드 네이드,WORLDMUSIC,PHOENIX,91,실제
S20,91,에너지 시너지 매트릭스,WORLDMUSIC,PHOENIX,94,실제
S20,92,밀크,WORLDMUSIC,PHOENIX,95,실제
S20,93,진폐증 ft. Kagamine Len/GUMI,WORLDMUSIC,PHOENIX,97,실제
S20,94,굿바운스,WORLDMUSIC,PHOENIX,100,실제
S20,95,앨리스 인 미산트로프,WORLDMUSIC,PHOENIX,101,실제
S20,96,러쉬-아워,WORLDMUSIC,PHOENIX,107,실제
S20,97,* 이 게임은 존재하지 않습니다 *,WORLDMUSIC,PHOENIX,108,실제
S20,98,지젤,WORLDMUSIC,PHOENIX,110,실제
S20,99,스푸키 마카롱,WORLDMUSIC,PHOENIX,111,실제
S20,100,할시온,WORLDMUSIC,PHOENIX,113,실제
S20,101,오딘,WORLDMUSIC,PHOENIX,117,실제
S20,102,익스트림 음악학원 1교시  feat. Nanahira,WORLDMUSIC,PHOENIX,126,실제
S20,103,배틀 넘버원,WORLDMUSIC,PHOENIX,128,실제
S20,104,솔저스 (TANO*C W TEAM RED ANTHEM),WORLDMUSIC,PHOENIX,129,실제
S20,105,크로싱 델타,WORLDMUSIC,XX,68,실제
S20,106,8 6,WORLDMUSIC,XX,71,실제
S20,107,크로스 소울,WORLDMUSIC,XX,72,실제
S20,108,글로리아,WORLDMUSIC,XX,84,실제
S20,109,시간의 회랑 라비린스,WORLDMUSIC,XX,93,실제
S20,110,유토피아,WORLDMUSIC,FIESTA~FIESTA 2,96,실제
S20,111,네크로맨시,WORLDMUSIC,FIESTA~FIESTA 2,104,실제
S20,112,드림체이서즈,XROSS,PHOENIX 2,18,실제
S20,113,슈퍼☆하라구로☆팝,XROSS,PHOENIX 2,19,실제
S20,114,레이지 오브 파이어,XROSS,XX,97,실제
S20,115,듀얼 레이싱 <레드 vs 블루>,XROSS,XX,98,실제
S20,116,오버 더 호라이즌,XROSS,XX,105,실제
S20,117,로키,XROSS,XX,106,실제
S20,118,유령의 축제 2 (Sneak),XROSS,PRIME 2,49,실제
S20,119,사월,XROSS,PRIME 2,58,실제
S20,120,라 그랑 블루,XROSS,PRIME 2,63,실제
S21,2,뱅 뱅,KPOP,PHOENIX 2,3,실제
S21,3,404 (뉴 에라),KPOP,PHOENIX 2,4,실제
S21,4,풀 문,KPOP,XX,2,실제
S21,5,유 앤 아이,KPOP,XX,5,실제
S21,6,디그니티,KPOP,1st~ZERO,2,실제
S21,7,엔조이 더 쇼,ORIGINAL,PHOENIX 2,5,실제
S21,8,응징 레스토랑,ORIGINAL,PHOENIX 2,6,실제
S21,9,디기탈리스,ORIGINAL,PHOENIX 2,9,실제
S21,10,더 라스트 리벨리온,ORIGINAL,PHOENIX 2,10,실제
S21,11,사월의 축제,ORIGINAL,PHOENIX,4,실제
S21,12,베르사이유,ORIGINAL,PHOENIX,13,실제
S21,13,더 아포칼립스,ORIGINAL,PHOENIX,14,실제
S21,14,쥬핀,ORIGINAL,PHOENIX,19,실제
S21,15,그로스,ORIGINAL,PHOENIX,20,실제
S21,16,데드 엔드,ORIGINAL,PHOENIX,23,실제
S21,17,스타드림 -Eurobeat Remix-,ORIGINAL,PHOENIX,27,실제
S21,18,1948,ORIGINAL,PHOENIX,28,실제
S21,19,결투,ORIGINAL,PHOENIX,29,실제
S21,20,솔페지에토,ORIGINAL,PHOENIX,32,실제
S21,21,리틀 먼치킨,ORIGINAL,PHOENIX,34,실제
S21,22,록시아,ORIGINAL,PHOENIX,41,실제
S21,23,프ㄹi마 마테ㄹi아,ORIGINAL,PHOENIX,42,실제
S21,24,소닉 붐,ORIGINAL,PHOENIX,48,실제
S21,25,메가하츠,ORIGINAL,PHOENIX,49,실제
S21,26,카오스 어게인,ORIGINAL,PHOENIX,52,실제
S21,27,솔브 마이 허트,ORIGINAL,PHOENIX,53,실제
S21,28,글리머 글림,ORIGINAL,PHOENIX,54,실제
S21,29,서든 어페어런스 이미지,ORIGINAL,PHOENIX,55,실제
S21,30,데카 댄스,ORIGINAL,PHOENIX,56,실제
S21,31,뉴 로즈,ORIGINAL,PHOENIX,57,실제
S21,32,인베이젼,ORIGINAL,PHOENIX,59,실제
S21,33,아테나의 방패,ORIGINAL,PHOENIX,62,실제
S21,34,이매저너라이즈드 시티,ORIGINAL,PHOENIX,65,실제
S21,35,웨딩 크래셔,ORIGINAL,XX,8,실제
S21,36,1949,ORIGINAL,XX,12,실제
S21,37,텔링 포츈 플라워,ORIGINAL,XX,17,실제
S21,38,니알라토텝,ORIGINAL,XX,18,실제
S21,39,하트 래빗 코스터,ORIGINAL,XX,19,실제
S21,40,립톤 스트라이크,ORIGINAL,XX,20,실제
S21,41,라 그랑드 루즈,ORIGINAL,XX,25,실제
S21,42,까르멘 버스,ORIGINAL,XX,26,실제
S21,43,포세이돈,ORIGINAL,XX,29,실제
S21,44,아드레날린 블래스터,ORIGINAL,XX,30,실제
S21,45,오르비트 스테빌라이저,ORIGINAL,XX,34,실제
S21,46,파괴,ORIGINAL,XX,35,실제
S21,47,스타드림 (feat. Romelon),ORIGINAL,XX,39,실제
S21,48,캉-캉 ~Orpheus in The Party Mix~,ORIGINAL,XX,40,실제
S21,49,더 레버리,ORIGINAL,XX,47,실제
S21,50,시그너스,ORIGINAL,XX,48,실제
S21,51,갓 모드 2.0 feat. Skizzo,ORIGINAL,XX,64,실제
S21,52,슈브 니구라스,ORIGINAL,PRIME 2,10,실제
S21,53,사라반드,ORIGINAL,PRIME 2,16,실제
S21,54,가장신자,ORIGINAL,PRIME 2,17,실제
S21,55,알레그로 퓨리오소,ORIGINAL,PRIME 2,21,실제
S21,56,HTTP,ORIGINAL,PRIME 2,26,실제
S21,57,이스케이프,ORIGINAL,PRIME 2,31,실제
S21,58,요그 소토스,ORIGINAL,PRIME,5,실제
S21,59,리키지 볼티지,ORIGINAL,PRIME,17,실제
S21,60,슈퍼 판타지,ORIGINAL,PRIME,19,실제
S21,61,무브 댓 바디!,ORIGINAL,PRIME,28,실제
S21,62,엘리제,ORIGINAL,FIESTA~FIESTA 2,1,실제
S21,63,러브 이즈 어 데인저 존(Cranky 믹스),ORIGINAL,FIESTA~FIESTA 2,3,실제
S21,64,윈드밀,ORIGINAL,FIESTA~FIESTA 2,12,실제
S21,65,멘탈 라이더,ORIGINAL,FIESTA~FIESTA 2,15,실제
S21,66,클리너,ORIGINAL,FIESTA~FIESTA 2,21,실제
S21,67,테이크 아웃,ORIGINAL,FIESTA~FIESTA 2,24,실제
S21,68,오버블로우,ORIGINAL,FIESTA~FIESTA 2,26,실제
S21,69,데스티네이션,ORIGINAL,FIESTA~FIESTA 2,47,실제
S21,70,진공,ORIGINAL,FIESTA~FIESTA 2,48,실제
S21,71,캐논 X.1,ORIGINAL,NX~NXA,2,실제
S21,72,패스터 Z,ORIGINAL,NX~NXA,22,실제
S21,73,파이널 오디션 에피소드 2-1,ORIGINAL,NX~NXA,37,실제
S21,74,비트 오브 더 워 2,ORIGINAL,1st~ZERO,5,실제
S21,75,위치 닥터,ORIGINAL,1st~ZERO,7,실제
S21,76,캐논 디,ORIGINAL,1st~ZERO,17,실제
S21,77,겟 업!,ORIGINAL,1st~ZERO,28,실제
S21,78,비트 오브 더 워,ORIGINAL,1st~ZERO,32,실제
S21,79,부크,ORIGINAL,1st~ZERO,52,실제
S21,80,파이널 오디션 에피소드 1,ORIGINAL,1st~ZERO,56,실제
S21,81,베토벤 바이러스,ORIGINAL,1st~ZERO,62,실제
S21,82,태동,ORIGINAL,1st~ZERO,69,실제
S21,83,그녀는 피자를 좋아해,ORIGINAL,1st~ZERO,77,실제
S21,84,나이트시어터,WORLDMUSIC,PHOENIX 2,15,실제
S21,85,인피니트 에너지 -Overdoze-,WORLDMUSIC,PHOENIX 2,16,실제
S21,86,퍼페츄얼,WORLDMUSIC,PHOENIX,83,실제
S21,87,프렉쳐 텀퍼렐르,WORLDMUSIC,PHOENIX,86,실제
S21,88,카타스트로피,WORLDMUSIC,PHOENIX,87,실제
S21,89,휴먼 익스팅션 (PIU Edit.),WORLDMUSIC,PHOENIX,88,실제
S21,90,굿텍,WORLDMUSIC,PHOENIX,92,실제
S21,91,코스믹 레일로드,WORLDMUSIC,PHOENIX,93,실제
S21,92,어콰이어,WORLDMUSIC,PHOENIX,96,실제
S21,93,알테일,WORLDMUSIC,PHOENIX,98,실제
S21,94,푸파,WORLDMUSIC,PHOENIX,104,실제
S21,95,빅 대디,WORLDMUSIC,PHOENIX,115,실제
S21,96,플래시 아웃,WORLDMUSIC,PHOENIX,116,실제
S21,97,비코즈 오브 유,WORLDMUSIC,PHOENIX,118,실제
S21,98,†도프†센시†,WORLDMUSIC,PHOENIX,119,실제
S21,99,팝핀 샤워,WORLDMUSIC,PHOENIX,120,실제
S21,100,브레이크 스루 마이셀프 feat. Risa Yuzuki,WORLDMUSIC,PHOENIX,121,실제
S21,101,트릭크래쉬 220,WORLDMUSIC,PHOENIX,125,실제
S21,102,호랑풍류가,WORLDMUSIC,PHOENIX,130,실제
S21,103,팝 시퀀스,WORLDMUSIC,XX,67,실제
S21,104,브로큰 카르마 (PIU EDIT),WORLDMUSIC,XX,73,실제
S21,105,프렌드,WORLDMUSIC,XX,76,실제
S21,106,데인저 & 데인저,WORLDMUSIC,XX,78,실제
S21,107,니힐리즘 - 어나더 버전 -,WORLDMUSIC,XX,79,실제
S21,108,포인트 제로 2,WORLDMUSIC,XX,81,실제
S21,109,모페모페,WORLDMUSIC,XX,85,실제
S21,110,Re : 엔드 오브 어 드림,WORLDMUSIC,XX,86,실제
S21,111,크로스 레이 (feat. 月下Lia),WORLDMUSIC,XX,87,실제
S21,112,얼티메이텀,WORLDMUSIC,XX,92,실제
S21,113,마타도르,WORLDMUSIC,PRIME,54,실제
S21,114,라그나로크,WORLDMUSIC,PRIME,57,실제
S21,115,까랴위사따,WORLDMUSIC,PRIME,59,실제
S21,116,임프린팅,JMUSIC,PRIME,64,실제
S21,117,프라임,JMUSIC,PRIME,69,실제
S21,118,저스트 홀드 온 (To All Fighters),JMUSIC,PRIME,72,실제
S21,119,드림 투 나이트메어,WORLDMUSIC,FIESTA~FIESTA 2,83,실제
S21,120,모노리스,WORLDMUSIC,FIESTA~FIESTA 2,91,실제
S21,121,헬리오스피어,XROSS,PHOENIX,131,실제
S21,122,스위트 원더랜드,XROSS,PHOENIX,132,실제
S21,123,제로아이즈,XROSS,XX,101,실제
S21,124,헤드리스 치킨,XROSS,XX,104,실제
S21,125,로키,XROSS,XX,106,실제
S21,126,디멘트 ~에프터 레전드~,XROSS,XX,107,실제
S21,127,유어 마인드,XROSS,XX,109,실제
S21,128,블랙 드래곤,XROSS,PRIME 2,52,실제
S21,129,BS파워 익스플로전,XROSS,PRIME 2,53,실제
S21,130,킵 온!,XROSS,PRIME 2,61,실제
S21,131,인피니티,XROSS,PRIME 2,64,실제
S21,132,고딕 레조넌스,XROSS,PRIME 2,65,실제
S22,2,고민중독,KPOP,PHOENIX 2,1,실제
S22,3,디그니티,KPOP,1st~ZERO,2,실제
S22,4,블레이저,ORIGINAL,PHOENIX 2,7,실제
S22,5,오버나이트 플라워,ORIGINAL,PHOENIX 2,11,실제
S22,6,레전더리 도미니언,ORIGINAL,PHOENIX 2,12,실제
S22,7,ESP,ORIGINAL,PHOENIX,5,실제
S22,8,4NT,ORIGINAL,PHOENIX,9,실제
S22,9,얼티밋 아이즈,ORIGINAL,PHOENIX,10,실제
S22,10,벡터,ORIGINAL,PHOENIX,12,실제
S22,11,시,ORIGINAL,PHOENIX,25,실제
S22,12,결투,ORIGINAL,PHOENIX,29,실제
S22,13,배니쉬 2 - Roar of the invisible dragon,ORIGINAL,PHOENIX,30,실제
S22,14,솔페지에토,ORIGINAL,PHOENIX,32,실제
S22,15,머독,ORIGINAL,PHOENIX,33,실제
S22,16,바버스 매드니스,ORIGINAL,PHOENIX,36,실제
S22,17,임페리움,ORIGINAL,PHOENIX,43,실제
S22,18,네오 카타르시스,ORIGINAL,PHOENIX,44,실제
S22,19,열정,ORIGINAL,PHOENIX,45,실제
S22,20,초악마황제,ORIGINAL,PHOENIX,46,실제
S22,21,큐리아서티 오버드라이브,ORIGINAL,PHOENIX,47,실제
S22,22,E.O.N,ORIGINAL,PHOENIX,51,실제
S22,23,카오스 어게인,ORIGINAL,PHOENIX,52,실제
S22,24,헤라클레스,ORIGINAL,PHOENIX,58,실제
S22,25,에렌델,ORIGINAL,PHOENIX,60,실제
S22,26,힘 오브 골든 글로리,ORIGINAL,PHOENIX,61,실제
S22,27,머독 vs 오타다,ORIGINAL,PHOENIX,63,실제
S22,28,크림슨 후드,ORIGINAL,PHOENIX,66,실제
S22,29,도플갱어,ORIGINAL,PHOENIX,67,실제
S22,30,스켑틱,ORIGINAL,XX,21,실제
S22,31,금혼식,ORIGINAL,XX,24,실제
S22,32,클레마티스 랩소디아,ORIGINAL,XX,36,실제
S22,33,아마겟돈,ORIGINAL,XX,45,실제
S22,34,헬파이어,ORIGINAL,PRIME 2,6,실제
S22,35,크로스 오버 feat. LyuU,ORIGINAL,PRIME 2,8,실제
S22,36,퍼더,ORIGINAL,PRIME 2,11,실제
S22,37,어웨이크닝,ORIGINAL,PRIME 2,30,실제
S22,38,캇코이,ORIGINAL,PRIME,2,실제
S22,39,아발란치,ORIGINAL,PRIME,8,실제
S22,40,히아신스,ORIGINAL,PRIME,22,실제
S22,41,로봇 배틀,ORIGINAL,PRIME,34,실제
S22,42,이그니스 패터스(DM Ashura 믹스),ORIGINAL,FIESTA~FIESTA 2,2,실제
S22,43,에프 에프 에프,ORIGINAL,FIESTA~FIESTA 2,5,실제
S22,44,소서리스 엘리제,ORIGINAL,FIESTA~FIESTA 2,44,실제
S22,45,아리랑,ORIGINAL,FIESTA~FIESTA 2,51,실제
S22,46,팬텀 -인터메조-,ORIGINAL,FIESTA~FIESTA 2,56,실제
S22,47,네이팜,ORIGINAL,FIESTA~FIESTA 2,82,실제
S22,48,파이널 오디션 에피소드 2-1,ORIGINAL,NX~NXA,37,실제
S22,49,파이널 오디션 에피소드 2-2,ORIGINAL,NX~NXA,38,실제
S22,50,러브 이즈 어 데인저 존 pt.2,ORIGINAL,1st~ZERO,8,실제
S22,51,파파 곤잘레스,ORIGINAL,1st~ZERO,10,실제
S22,52,치킨 윙,ORIGINAL,1st~ZERO,54,실제
S22,53,미스터 라푸스,ORIGINAL,1st~ZERO,67,실제
S22,54,엑스트라바간자,ORIGINAL,1st~ZERO,80,실제
S22,55,크래쉬 랜딩 랑데부,WORLDMUSIC,PHOENIX 2,13,실제
S22,56,콰투오룩스,WORLDMUSIC,PHOENIX 2,14,실제
S22,57,프리덤 다이브,WORLDMUSIC,PHOENIX 2,17,실제
S22,58,언더월드 ft. Skizzo (PIU Edit.),WORLDMUSIC,PHOENIX,90,실제
S22,59,이렐리아,WORLDMUSIC,PHOENIX,99,실제
S22,60,앨리스 인 미산트로프,WORLDMUSIC,PHOENIX,101,실제
S22,61,R.I.P.,WORLDMUSIC,PHOENIX,102,실제
S22,62,러쉬-모어,WORLDMUSIC,PHOENIX,106,실제
S22,63,러쉬-아워,WORLDMUSIC,PHOENIX,107,실제
S22,64,* 이 게임은 존재하지 않습니다 *,WORLDMUSIC,PHOENIX,108,실제
S22,65,마히카,WORLDMUSIC,PHOENIX,109,실제
S22,66,지젤,WORLDMUSIC,PHOENIX,110,실제
S22,67,스푸키 마카롱,WORLDMUSIC,PHOENIX,111,실제
S22,68,아라가미,WORLDMUSIC,PHOENIX,112,실제
S22,69,할시온,WORLDMUSIC,PHOENIX,113,실제
S22,70,디스트로0ㅣ어,WORLDMUSIC,PHOENIX,114,실제
S22,71,쵸빗 플레이버,WORLDMUSIC,PHOENIX,123,실제
S22,72,얼라이브,WORLDMUSIC,PHOENIX,124,실제
S22,73,익스트림 음악학원 2교시  feat. Nanahira,WORLDMUSIC,PHOENIX,127,실제
S22,74,배틀 넘버원,WORLDMUSIC,PHOENIX,128,실제
S22,75,페이브 가든,WORLDMUSIC,XX,66,실제
S22,76,클럽 나이트,WORLDMUSIC,XX,69,실제
S22,77,인디스트럭터블,WORLDMUSIC,XX,70,실제
S22,78,크로스 소울,WORLDMUSIC,XX,72,실제
S22,79,컨플릭트,WORLDMUSIC,XX,77,실제
S22,80,"팔랑크스 ""RS2018 edit""",WORLDMUSIC,XX,80,실제
S22,81,브레인 파워,WORLDMUSIC,XX,82,실제
S22,82,아클루오이아스,WORLDMUSIC,PRIME,58,실제
S22,83,비디오 아웃 씨,WORLDMUSIC,PRIME,60,실제
S22,84,요로피쿠 피쿠요로!,JMUSIC,PRIME,63,실제
S22,85,하드코어 오브 더 노스,WORLDMUSIC,FIESTA~FIESTA 2,94,실제
S22,86,왓 해픈드,WORLDMUSIC,FIESTA~FIESTA 2,99,실제
S22,87,가고일,WORLDMUSIC,FIESTA~FIESTA 2,100,실제
S22,88,알레그로 콘 뿌오코,WORLDMUSIC,FIESTA~FIESTA 2,101,실제
S22,89,슈퍼☆하라구로☆팝,XROSS,PHOENIX 2,19,실제
S22,90,우라늄,XROSS,XX,100,실제
S22,91,베들램,XROSS,PRIME 2,66,실제
S22,92,도나텔로,XROSS,PRIME 2,71,실제
S23,2,굿 나이트,KPOP,PRIME 2,2,실제
S23,3,엔조이 더 쇼,ORIGINAL,PHOENIX 2,5,실제
S23,4,더 라스트 리벨리온,ORIGINAL,PHOENIX 2,10,실제
S23,5,이터널 유니버스,ORIGINAL,PHOENIX,7,실제
S23,6,쥬핀,ORIGINAL,PHOENIX,19,실제
S23,7,그로스,ORIGINAL,PHOENIX,20,실제
S23,8,꼭두각시,ORIGINAL,PHOENIX,21,실제
S23,9,데드 엔드,ORIGINAL,PHOENIX,23,실제
S23,10,추격,ORIGINAL,PHOENIX,26,실제
S23,11,소닉 붐,ORIGINAL,PHOENIX,48,실제
S23,12,메가하츠,ORIGINAL,PHOENIX,49,실제
S23,13,다크사이드 오브 더 마인드,ORIGINAL,PHOENIX,50,실제
S23,14,인베이젼,ORIGINAL,PHOENIX,59,실제
S23,15,1949,ORIGINAL,XX,12,실제
S23,16,텔링 포츈 플라워,ORIGINAL,XX,17,실제
S23,17,니알라토텝,ORIGINAL,XX,18,실제
S23,18,하트 래빗 코스터,ORIGINAL,XX,19,실제
S23,19,아이올라이트 스카이,ORIGINAL,XX,22,실제
S23,20,리펜턴스,ORIGINAL,XX,46,실제
S23,21,다람쥐 헌 쳇바퀴에 타고파,ORIGINAL,PRIME 2,12,실제
S23,22,요그 소토스,ORIGINAL,PRIME,5,실제
S23,23,1950,ORIGINAL,PRIME,24,실제
S23,24,어나이얼레이터 메소드,ORIGINAL,PRIME,27,실제
S23,25,클리너,ORIGINAL,FIESTA~FIESTA 2,21,실제
S23,26,소서리스 엘리제,ORIGINAL,FIESTA~FIESTA 2,44,실제
S23,27,진공,ORIGINAL,FIESTA~FIESTA 2,48,실제
S23,28,키메라,ORIGINAL,NX~NXA,31,실제
S23,29,파이널 오디션 에피소드 2-2,ORIGINAL,NX~NXA,38,실제
S23,30,인피니트 에너지 -Overdoze-,WORLDMUSIC,PHOENIX 2,16,실제
S23,31,갤럭시 컬랩스,WORLDMUSIC,PHOENIX,85,실제
S23,32,카타스트로피,WORLDMUSIC,PHOENIX,87,실제
S23,33,댓 키티 (PIU Edit.),WORLDMUSIC,PHOENIX,89,실제
S23,34,언더월드 ft. Skizzo (PIU Edit.),WORLDMUSIC,PHOENIX,90,실제
S23,35,네이드 네이드,WORLDMUSIC,PHOENIX,91,실제
S23,36,푸파,WORLDMUSIC,PHOENIX,104,실제
S23,37,오딘,WORLDMUSIC,PHOENIX,117,실제
S23,38,†도프†센시†,WORLDMUSIC,PHOENIX,119,실제
S23,39,브레이크 스루 마이셀프 feat. Risa Yuzuki,WORLDMUSIC,PHOENIX,121,실제
S23,40,비옐라의 악몽,WORLDMUSIC,PHOENIX,122,실제
S23,41,트릭크래쉬 220,WORLDMUSIC,PHOENIX,125,실제
S23,42,익스트림 음악학원 1교시  feat. Nanahira,WORLDMUSIC,PHOENIX,126,실제
S23,43,프렌드,WORLDMUSIC,XX,76,실제
S23,44,글로리아,WORLDMUSIC,XX,84,실제
S23,45,모페모페,WORLDMUSIC,XX,85,실제
S23,46,Re : 엔드 오브 어 드림,WORLDMUSIC,XX,86,실제
S23,47,얼티메이텀,WORLDMUSIC,XX,92,실제
S23,48,시간의 회랑 라비린스,WORLDMUSIC,XX,93,실제
S23,49,VVV,WORLDMUSIC,FIESTA~FIESTA 2,84,실제
S23,50,헬리오스피어,XROSS,PHOENIX,131,실제
S23,51,디멘트 ~에프터 레전드~,XROSS,XX,107,실제
S24,2,오버나이트 플라워,ORIGINAL,PHOENIX 2,11,실제
S24,3,1948,ORIGINAL,PHOENIX,28,실제
S24,4,프ㄹi마 마테ㄹi아,ORIGINAL,PHOENIX,42,실제
S24,5,초악마황제,ORIGINAL,PHOENIX,46,실제
S24,6,카오스 어게인,ORIGINAL,PHOENIX,52,실제
S24,7,헤라클레스,ORIGINAL,PHOENIX,58,실제
